ESTADO,Deputado,Partido,Voto
ESPÍRITO SANTO,Helder Salomão,PT,Não
ESPÍRITO SANTO,Lelo Coimbra,PMDB,Sim
ESPÍRITO SANTO,Marcus Vicente,PP,Sim
ESPÍRITO SANTO,Norma Ayub,DEM,Sim
ESPÍRITO SANTO,Sergio Vidigal,PDT,Não
RIO DE JANEIRO,Alessandro Molon,REDE,Não
RIO DE JANEIRO,Alexandre Serfiotis,PMDB,Não
RIO DE JANEIRO,Alexandre Valle,PR,Sim
RIO DE JANEIRO,Altineu Côrtes,PMDB,Sim
RIO DE JANEIRO,Arolde de Oliveira,PSC,Sim
RIO DE JANEIRO,Aureo,Solidaried,Sim
RIO DE JANEIRO,Benedita da Silva,PT,Não
RIO DE JANEIRO,Cabo Daciolo,PTdoB,Não
RIO DE JANEIRO,Celso Jacob,PMDB,Sim
RIO DE JANEIRO,Celso Pansera,PMDB,Sim
RIO DE JANEIRO,Chico Alencar,PSOL,Não
RIO DE JANEIRO,Chico D Angelo,PT,Não
RIO DE JANEIRO,Cristiane Brasil,PTB,Sim
RIO DE JANEIRO,Dejorge Patrício,PRB,Sim
RIO DE JANEIRO,Deley,PTB,Sim
RIO DE JANEIRO,Ezequiel Teixeira,PTN,Sim
RIO DE JANEIRO,Glauber Braga,PSOL,Não
RIO DE JANEIRO,Hugo Leal,PSB,Sim
RIO DE JANEIRO,Jair Bolsonaro,PSC,Não
RIO DE JANEIRO,Jandira Feghali,PCdoB,Não
RIO DE JANEIRO,Jean Wyllys,PSOL,Não
RIO DE JANEIRO,Julio Lopes,PP,Sim
RIO DE JANEIRO,Laura Carneiro,PMDB,Sim
RIO DE JANEIRO,Luiz Carlos Ramos,PTN,Não
RIO DE JANEIRO,Luiz Sérgio,PT,Não
RIO DE JANEIRO,Marcelo Delaroli,PR,Sim
RIO DE JANEIRO,Marcelo Matos,PHS,Sim
RIO DE JANEIRO,Marco Antônio Cabral,PMDB,Sim
RIO DE JANEIRO,Marcos Soares,DEM,Sim
RIO DE JANEIRO,Miro Teixeira,REDE,Sim
RIO DE JANEIRO,Otavio Leite,PSDB,Sim
RIO DE JANEIRO,Paulo Feijó,PR,Sim
RIO DE JANEIRO,Pedro Paulo,PMDB,Sim
RIO DE JANEIRO,Rodrigo Maia,DEM,Art. 17
RIO DE JANEIRO,Rosangela Gomes,PRB,Sim
RIO DE JANEIRO,Sergio Zveiter,PMDB,Sim
RIO DE JANEIRO,Simão Sessim,PP,Sim
RIO DE JANEIRO,Soraya Santos,PMDB,Sim
RIO DE JANEIRO,Sóstenes Cavalcante,DEM,Sim
RIO DE JANEIRO,Wadih Damous,PT,Não
RIO DE JANEIRO,Walney Rocha,PEN,Sim
RIO DE JANEIRO,Wilson Beserra,PMDB,Sim
RIO DE JANEIRO,Zé Augusto Nalin,PMDB,Sim
SÃO PAULO,Adérmis Marini,PSDB,Sim
SÃO PAULO,Alex Manente,PPS,Sim
SÃO PAULO,Alexandre Leite,DEM,Sim
SÃO PAULO,Andres Sanchez,PT,Não
SÃO PAULO,Arlindo Chinaglia,PT,Não
SÃO PAULO,Arnaldo Faria de Sá,PTB,Sim
SÃO PAULO,Beto Mansur,PRB,Sim
SÃO PAULO,Bruna Furlan,PSDB,Sim
SÃO PAULO,Capitão Augusto,PR,Sim
SÃO PAULO,Carlos Zarattini,PT,Sim
SÃO PAULO,Celso Russomanno,PRB,Sim
SÃO PAULO,Dr. Sinval Malheiros,PTN,Não
SÃO PAULO,Eduardo Bolsonaro,PSC,Não
SÃO PAULO,Eduardo Cury,PSDB,Sim
SÃO PAULO,Eli Corrêa Filho,DEM,Sim
SÃO PAULO,Evandro Gussi,PV,Sim
SÃO PAULO,Flavinho,PSB,Não
SÃO PAULO,Gilberto Nascimento,PSC,Sim
SÃO PAULO,Goulart,PSD,Sim
SÃO PAULO,Guilherme Mussi,PP,Sim
SÃO PAULO,Herculano Passos,PSD,Sim
SÃO PAULO,Ivan Valente,PSOL,Não
SÃO PAULO,Izaque Silva,PSDB,Sim
SÃO PAULO,Jefferson Campos,PSD,Sim
SÃO PAULO,João Paulo Papa,PSDB,Sim
SÃO PAULO,Jorge Tadeu Mudalen,DEM,Sim
SÃO PAULO,José Mentor,PT,Não
SÃO PAULO,Keiko Ota,PSB,Sim
SÃO PAULO,Lobbe Neto,PSDB,Sim
SÃO PAULO,Luiz Lauro Filho,PSB,Sim
SÃO PAULO,Luiza Erundina,PSOL,Não
SÃO PAULO,Major Olimpio,Solidaried,Sim
SÃO PAULO,Mara Gabrilli,PSDB,Sim
SÃO PAULO,Marcelo Aguiar,DEM,Sim
SÃO PAULO,Marcelo Squassoni,PRB,Sim
SÃO PAULO,Marcio Alvino,PR,Sim
SÃO PAULO,Miguel Haddad,PSDB,Sim
SÃO PAULO,Miguel Lombardi,PR,Sim
SÃO PAULO,Milton Monti,PR,Sim
SÃO PAULO,Missionário José Olimpio,DEM,Sim
SÃO PAULO,Nelson Marquezelli,PTB,Sim
SÃO PAULO,Nilto Tatto,PT,Não
SÃO PAULO,Orlando Silva,PCdoB,Não
SÃO PAULO,Paulo Freire,PR,Sim
SÃO PAULO,Paulo Pereira da Silva,Solidaried,Sim
SÃO PAULO,Paulo Teixeira,PT,Não
SÃO PAULO,Pollyana Gama,PPS,Sim
SÃO PAULO,Pr. Marco Feliciano,PSC,Não
SÃO PAULO,Renata Abreu,PTN,Sim
SÃO PAULO,Ricardo Izar,PP,Sim
SÃO PAULO,Ricardo Tripoli,PSDB,Sim
SÃO PAULO,Roberto Alves,PRB,Sim
SÃO PAULO,Roberto de Lucena,PV,Sim
SÃO PAULO,Sérgio Reis,PRB,Sim
SÃO PAULO,Silvio Torres,PSDB,Sim
SÃO PAULO,Tiririca,PR,Sim
SÃO PAULO,Valmir Prascidelli,PT,Não
SÃO PAULO,Vanderlei Macris,PSDB,Sim
SÃO PAULO,Vicente Candido,PT,Sim
SÃO PAULO,Vicentinho,PT,Não
SÃO PAULO,Vinicius Carvalho,PRB,Sim
SÃO PAULO,Vitor Lippi,PSDB,Sim
SÃO PAULO,Walter Ihoshi,PSD,Sim
MATO GROSSO,Adilton Sachetti,PSB,Sim
MATO GROSSO,Carlos Bezerra,PMDB,Sim
MATO GROSSO,Ezequiel Fonseca,PP,Sim
MATO GROSSO,Fabio Garcia,PSB,Sim
MATO GROSSO,Nilson Leitão,PSDB,Sim
MATO GROSSO,Professor Victório Galli,PSC,Não
MATO GROSSO,Ságuas Moraes,PT,Não
MATO GROSSO,Valtenir Pereira,PMDB,Sim
DISTRITO FEDERAL,Alberto Fraga,DEM,Sim
DISTRITO FEDERAL,Augusto Carvalho,Solidaried,Sim
DISTRITO FEDERAL,Erika Kokay,PT,Não
DISTRITO FEDERAL,Izalci Lucas,PSDB,Sim
DISTRITO FEDERAL,Laerte Bessa,PR,Sim
DISTRITO FEDERAL,Ronaldo Fonseca,PROS,Sim
DISTRITO FEDERAL,Rôney Nemer,PP,Sim
GOIÁS,Alexandre Baldy,PTN,Sim
GOIÁS,Célio Silveira,PSDB,Sim
GOIÁS,Daniel Vilela,PMDB,Sim
GOIÁS,Delegado Waldir,PR,Não
GOIÁS,Fábio Sousa,PSDB,Abstenção
GOIÁS,Flávia Morais,PDT,Não
GOIÁS,Giuseppe Vecci,PSDB,Sim
GOIÁS,Heuler Cruvinel,PSD,Sim
GOIÁS,João Campos,PRB,Sim
GOIÁS,Jovair Arantes,PTB,Sim
GOIÁS,Lucas Vergilio,Solidaried,Sim
GOIÁS,Magda Mofatto,PR,Sim
GOIÁS,Marcos Abrão,PPS,Sim
GOIÁS,Roberto Balestra,PP,Sim
GOIÁS,Rubens Otoni,PT,Não
GOIÁS,Thiago Peixoto,PSD,Sim
MATO GROSSO DO SUL,Carlos Marun,PMDB,Sim
MATO GROSSO DO SUL,Dagoberto Nogueira,PDT,Não
MATO GROSSO DO SUL,Elizeu Dionizio,PSDB,Não
MATO GROSSO DO SUL,Geraldo Resende,PSDB,Sim
MATO GROSSO DO SUL,Mandetta,DEM,Sim
MATO GROSSO DO SUL,Tereza Cristina,PSB,Sim
MATO GROSSO DO SUL,Vander Loubet,PT,Não
MATO GROSSO DO SUL,Zeca do Pt,PT,Não
PARANÁ,Alex Canziani,PTB,Sim
PARANÁ,Alfredo Kaefer,PSL,Sim
PARANÁ,Aliel Machado,REDE,Sim
PARANÁ,Assis do Couto,PDT,Sim
PARANÁ,Christiane de Souza Yared,PR,Não
PARANÁ,Delegado Francischini,Solidaried,Sim
PARANÁ,Diego Garcia,PHS,Sim
PARANÁ,Dilceu Sperafico,PP,Sim
PARANÁ,Edmar Arruda,PSD,Sim
PARANÁ,Enio Verri,PT,Não
PARANÁ,Evandro Roman,PSD,Sim
PARANÁ,João Arruda,PMDB,Sim
PARANÁ,Leandre,PV,Sim
PARANÁ,Leopoldo Meyer,PSB,Sim
PARANÁ,Luciano Ducci,PSB,Sim
PARANÁ,Luiz Carlos Hauly,PSDB,Sim
PARANÁ,Luiz Nishimori,PR,Sim
PARANÁ,Nelson Meurer,PP,Sim
PARANÁ,Nelson Padovani,PSDB,Sim
PARANÁ,Osmar Bertoldi,DEM,Sim
PARANÁ,Reinhold Stephanes,PSD,Sim
PARANÁ,Rocha Loures,PMDB,Sim
PARANÁ,Sandro Alex,PSD,Sim
PARANÁ,Sergio Souza,PMDB,Sim
PARANÁ,Takayama,PSC,Sim
PARANÁ,Toninho Wandscheer,PROS,Sim
PARANÁ,Zeca Dirceu,PT,Sim
SANTA CATARINA,Carmen Zanotto,PPS,Sim
SANTA CATARINA,Celso Maldaner,PMDB,Sim
SANTA CATARINA,Cesar Souza,PSD,Sim
SANTA CATARINA,Décio Lima,PT,Não
SANTA CATARINA,Esperidião Amin,PP,Sim
SANTA CATARINA,Geovania de Sá,PSDB,Sim
SANTA CATARINA,João Paulo Kleinübing,PSD,Sim
SANTA CATARINA,Jorge Boeira,PP,Não
SANTA CATARINA,Jorginho Mello,PR,Sim
SANTA CATARINA,Marco Tebaldi,PSDB,Sim
SANTA CATARINA,Mauro Mariani,PMDB,Sim
SANTA CATARINA,Pedro Uczai,PT,Não
SANTA CATARINA,Rogério Peninha Mendonça,PMDB,Sim
SANTA CATARINA,Valdir Colatto,PMDB,Sim
RIO GRANDE DO SUL,Afonso Hamm,PP,Sim
RIO GRANDE DO SUL,Afonso Motta,PDT,Sim
RIO GRANDE DO SUL,Alceu Moreira,PMDB,Sim
RIO GRANDE DO SUL,Assis Melo,PCdoB,Não
RIO GRANDE DO SUL,Bohn Gass,PT,Não
RIO GRANDE DO SUL,Cajar Nardes,PR,Sim
RIO GRANDE DO SUL,Covatti Filho,PP,Sim
RIO GRANDE DO SUL,Danrlei de Deus Hinterholz,PSD,Sim
RIO GRANDE DO SUL,Darcísio Perondi,PMDB,Sim
RIO GRANDE DO SUL,Heitor Schuch,PSB,Sim
RIO GRANDE DO SUL,Henrique Fontana,PT,Não
RIO GRANDE DO SUL,Jerônimo Goergen,PP,Sim
RIO GRANDE DO SUL,João Derly,REDE,Sim
RIO GRANDE DO SUL,Jones Martins,PMDB,Sim
RIO GRANDE DO SUL,José Fogaça,PMDB,Sim
RIO GRANDE DO SUL,Jose Stédile,PSB,Sim
RIO GRANDE DO SUL,Luis Carlos Heinze,PP,Sim
RIO GRANDE DO SUL,Marco Maia,PT,Não
RIO GRANDE DO SUL,Marcon,PT,Não
RIO GRANDE DO SUL,Mauro Pereira,PMDB,Sim
RIO GRANDE DO SUL,Onyx Lorenzoni,DEM,Sim
RIO GRANDE DO SUL,Paulo Pimenta,PT,Não
RIO GRANDE DO SUL,Pepe Vargas,PT,Não
RIO GRANDE DO SUL,Pompeo de Mattos,PDT,Sim
RIO GRANDE DO SUL,Sérgio Moraes,PTB,Sim
